account_name,website_link,address,phone_number,extra_phone,email_address,social_media_links,description,validation_passed,Record Id
Chicchug Creations,https://www.chicchug.com/,155 GANGSA ROAD,8157 8003,Not found,info@chicchug.com,https://www.instagram.com/chicchug_creations_photography/?hl=en,"CHICCHUG CREATIONS PHOTOGRAPHY. 4.7 (113). Bukit Panjang estates, Bukit Panjang 670155 Directions. Speciality:.",Similarity 0.79,zcrm_3877682000000437166
Chiropractic Focus Group,https://www.yelp.com/biz/chiropractic-focus-group-singapore,"1 Tampines Central #06-05, Cpf Building",+65 6221 8035,Not found,Not found,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437167
Choz Catering,https://www.gocompare.sg/companies/choz-confectionery/,9 Enterprise Road,-68967692,Not found,sales@choz.com.sg,"https://www.instagram.com/chozsg/?hl=en, https://www.facebook.com/ChozSG/",Not found,Revalidated,zcrm_3877682000000437168
Chubby Footique,https://www.sgpbusiness.com/company/Chubby-Footique,"10 Cantoment Road, #28-41 Pinnacle @ Duxton",+65 88766731,Not found,hello@fatbellysg.com,"https://www.facebook.com/ChubbyFootique/, https://www.instagram.com/reel/DDBoL0MSI5M/?hl=en","May be an image of floor. Photo by Commune Wear on August 05, 2025. May be an image of leather.",Forced CSV fallback,zcrm_3877682000000437169
Citispa,http://www.citispa.com.sg/contact-us.aspx,"9 Kaki Bukit Place, MHF Centre",68485177,Not found,enquiry@citispa.com.sg,https://www.facebook.com/citispa.com.sg/about/,Not found,Revalidated,zcrm_3877682000000437170
Citykids Shoes,https://www.citykids.com.sg/,91A Dunbar Walk,+65 6443 5772,Not found,marketing@citykids.com.sg,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437171
Ck Department Store,https://www.myck.sg/contact-us/?srsltid=AfmBOopAiumvFnCvhdsytvR8ebobRjj2VIESILwdrafJFPblbNPjScn_,39 Tampines Street,-67437346,-67432095,customerservice@ckdept.sg,https://www.facebook.com/myck.sg/,"Shop for Personal Care, Household, Fashion & other essentials. Wide variety popular brands at great value. Get your daily essentials delivered at your ...",Similarity 0.92,zcrm_3877682000000437172
CL Trillion,https://trillioncredit.com.sg/contact-us/,"12 Jalan 5/5, Taman Industri Selesa Jaya, Balakong, Selangor Malaysia 43300",9654 9199,Not found,info@trillioncredit.com.sg,Not found,Trillion Credit Solutions Pte Ltd Licensed Money Lender. #02-12. 9654 9199. Trillion Credit Solutions Pte Ltd Licensed Money Lender.,Forced CSV fallback,zcrm_3877682000000437173
Cloud And Sky Baby,https://www.gardensbythebay.com.sg/en/things-to-do/attractions/cloud-forest.html,Blk 75 Yishun Avenue 11 #06-09,Not found,Not found,Not found,Not found,"Home to one of the world's tallest indoor waterfalls and a lush mountain clad with plants from around the world, Cloud Forest rewards the curious and ...",CSV fallback,zcrm_3877682000000437175
Cordlife Group Limited,https://www.cordlife.com/sg/e-invoice,"1 Yishun Industrial Street 1, #06-01/09 A'Posh Bizhub",+65 6238 0808,Not found,customercare@cordlife.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437176
Cradle N Care,https://cradlencare.com/,326 CLEMENTI AVENUE,6394-7137,Not found,Admin@Cradlencare.com,https://www.instagram.com/cradlencare/?hl=en,Not found,Similarity 0.71,zcrm_3877682000000437178
Creative Moms,https://simplylifebaby.com/pages/contact-us?srsltid=AfmBOoq_o_FOavxtEpOcDPDpNDOmKul7U68F4qcBAROLbdXOm_0grMnw,82 Genting Lane,Not found,Not found,Not found,Not found,Missing: 82 Genting #06-01/02,Revalidated,zcrm_3877682000000437180
Creative Sandbox,https://www.np.edu.sg/student-life/the-sandbox-technology-innovation-entrepreneurship,18 Boon Lay Way #03-128 Tradehub 21,6469 7039,Not found,LEAP_Sandbox@moh.gov.sg,Not found,The FinTech Regulatory Sandbox framework enables financial institutions and FinTech players to experiment with innovative financial products ...,Forced CSV fallback,zcrm_3877682000000437181
Cryoviva Singapore Pte. Ltd.,https://cryoviva.com.sg/contact-us/,37 Jalan Pemimipin #01-06 Mapex Building,+65 8339 8482,Not found,enquiry@cryoviva.com.sg,https://www.facebook.com/cryovivasg/,Not found,Forced CSV fallback,zcrm_3877682000000437182
Dear Collective,https://dearcollective.com/pages/contact-us?srsltid=AfmBOoo3GE4-FteD90SaLA4XPlfg1r8J9es9HsO9GHYplWlJQl_mej65,07-01 Thk Industrial Building,Not found,Not found,Not found,"https://www.instagram.com/dearcollective/?hl=en, https://www.facebook.com/dearcollective/","Missing: 71 Geylang Lorong 23, #07-01 Thk",Revalidated,zcrm_3877682000000437184
Delphin,https://delphin-singapore.pissedconsumer.com/customer-service.html,"21 Bukit Batok Crescent, #04-79 Wcega Tower Singapore 658065",6472 3633,Not found,enquiry@delphin.com.sg,"https://m.facebook.com/sgdelphin/about/, https://www.facebook.com/sgdelphin/",Reach out to us for a complimentary air cleaning & purifying service NOW via FB Messenger or visit www.delphin.sg,Forced CSV fallback,zcrm_3877682000000437185
Dhaqq Nutritions,https://recordowl.com/company/dhaqq-nutritions,449 Yishun Ring Road,9855 0477,Not found,Not found,"https://www.facebook.com/dhaqqnutritions/, https://www.instagram.com/p/BbWOCD3lT6H/, https://www.facebook.com/p/DHAQQ-Nutritions-100066889115366/?locale=az_AZ","A platform that rewards your effort with unforgettable experiences, global adventures and a community that uplifts one another.",Similarity 0.77,zcrm_3877682000000437186
D'Splendid,https://www.sgpbusiness.com/company/Dsplendid-Pte-Ltd,Blk 275 Yishun Street 22 #09-122,6223 6632,Not found,info@splendid.com.sg,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437187
Dwinguler,http://www.dwinguler.com/bizdemo40760/sub3/global_partners_cn.php,"2 Jurong East Street 21, #02-83 Imm Building",Not found,Not found,info@ianesglobal.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437188
Dye4U,https://dixmondsg.com/store-locations/,505 Choa Chu Kang St 51 #08-193,+65 6250 8606,+65 91848621,contact@gentlemanscuts.sg,"https://www.facebook.com/carousell.sg/photos/meet-carousell-hero-5-dye4uafter-years-of-putting-her-passion-for-art-on-the-bac/1318864161500880/, https://www.instagram.com/hairbyoliviakoh/",Discover all Just For Men head and facial grey care products. Subscribe and Shop from a range of haircolor and grooming products.,Forced CSV fallback,zcrm_3877682000000437189
Dynamic Resources,https://babysafesg.wordpress.com/contact/,03-10 APS Industrial Building,+65 6356 1258,Not found,Not found,Not found,Not found,Similarity 0.73,zcrm_3877682000000437190
Eastar Asia,https://www.babyspa.com.sg/contact-us,"24 Sin Ming Lane, #07-106 Midview City",66590292,Not found,customer@babyspa.com.sg,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437191
Echan Industries,https://www.echan.com.sg/contact-us,Not found,+65 62870066,Not found,enquiry@echan.com.sg,Not found,Not found,Unknown,zcrm_3877682000000437192
Edshed,https://www.edshed.com/,Not found,Not found,Not found,support@edshed.com,Not found,"Discover support and answers at EdShed's Help Center! Access our comprehensive knowledge base, troubleshoot issues, and submit help tickets to get assistance",Unknown,zcrm_3877682000000437193
Edvon,https://devon.sg/?srsltid=AfmBOorDvetRSg3mi-uSSPmnQBn0mTgOJBGDCHoW4PmavhDBvuQSK7M0,Blk 178B Yung Kuang Road #08-35,6482 3162,Not found,marketing@devon.sg,https://sg.linkedin.com/in/edvin-tan-119436126,Not found,CSV fallback,zcrm_3877682000000437194
Elise Distributor,https://eliseinternetmarketing.com/?page_id=47,1 Jalan Anak Datong,+65 6513 0023,Not found,service@eliseinternet.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437195
Elixir Botanica,https://elixirbotanica.com/pages/contact?srsltid=AfmBOoovURnN0hNn89IpLfW9p8lJnieqH3c8tG3bF8xfVFk7AFuxNebZ,21 Woodlands Close #06-03 Primz Bizhub,+65 9445 4045,Not found,sales@elixirbotanica.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437196
Emar & Associates,https://bestmaid.com.sg/maid/maid-310771.html,"81 Ubi Avenue 4, Ub One #10-10",-11574,Not found,singapore@dhruvaadvisors.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437197
Emarketplace,https://recordowl.com/company/emarketplace-pte-ltd,21 Bukit Batok Crescent #13-74 Wcega Tower,+65 68372871,+65 60116365,customerservice@marketplaces.sg,https://www.facebook.com/groups/569040053126016/,Not found,Forced CSV fallback,zcrm_3877682000000437198
Emmanuel Pte Ltd,https://recordowl.com/company/emmanuel-pte-ltd,18 New Industrial Road #06-13,62352757,+65 83382391,support@mummysmarket.com.sg,https://www.facebook.com/emmanueliheart/,We heard you mom to be. Emmanuel launch a series of versatile & comfy maternity shorts for your needs. Exclusive in Mummys Market suntec city.,Forced CSV fallback,zcrm_3877682000000437199
Equator Pure Nature Co Ltd,https://www.equatorpurenature.com/,Suan Luang Bangkok 10250 Thailand,Not found,Not found,info@equatornature.com,https://www.facebook.com/equatorpurenature/,"Equator Pure Nature. 2007 likes · 12 talking about this. Hypo-allergenic certified, natural, biodegradable household cleaning products: laundry...",Forced CSV fallback,zcrm_3877682000000437200
Event Eleven,https://www.sgpbusiness.com/company/Event-Eleven-Pte-Ltd,"4012 Ang Mo Kio Avenue 1, #07-10 Tech Place 1",8022 6932,Not found,info@7elevensgrun.com.sg,https://www.instagram.com/7elevensg/?hl=en,Not found,CSV fallback,zcrm_3877682000000437202
Ever Wellness,https://recordowl.com/company/ever-wellness-pte-ltd,358 CLEMENTI AVENUE,Not found,Not found,Not found,Not found,Not found,Revalidated,zcrm_3877682000000437203
Everyone'S Essential,https://www.reach.gov.sg/contact-us/,10 Anson Road #27-15 International Plaza,8893 5303,Not found,contact@essentialfoods.sg,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437204
Everything SG,https://everythingsg.com/,nan,+65 6916 8839,Not found,contact@everythinggood.com.sg,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437205
Everythingbag SG,https://tellme.sg/business/201704300W/everythingbag-sg-pte-ltd,Blk 783D Woodlands Rise #10-19,+65 9117 9599,Not found,contact@everythinggood.com.sg,https://www.facebook.com/EverythingGoodSingapore/,"Luggage, bags and accessories inspired by real journeys. Premium quality and thoughtful innovations. Free shipping & returns. 10-Year warranty.",CSV fallback,zcrm_3877682000000437206
Evie Lilie,https://www.liliewoods.com/pages/about-us?srsltid=AfmBOopw3U6USIsD6b78qT16eYcjmG5N8k7Z0_CyOAaAsBZZILK9-vuQ,"12 Marine Terrace, #03-166",+65 8428 2989,Not found,Not found,https://www.instagram.com/liliewoodsfurniture/?hl=en,Not found,CSV fallback,zcrm_3877682000000437207
Face (HK),https://tickikids.com/sg/face-sg/,54 Tras Street,+65 96534876,Not found,contactus@face-sg.com,"https://www.instagram.com/face.sg/p/B_Ev325H695/, https://www.instagram.com/face.sg/",Declaration form. The information you provide is important in managing the risk of COVID-19 transmission.,Revalidated,zcrm_3877682000000437209
Face Studio,https://www.onethreeonefour.com/listing/The-Face-Studio/albums,"290 Orchard Road, #09-30/31 Singapore 238859",+65 9653 4876,Not found,info@vintagestudio.com.sg,https://www.instagram.com/face.sg/,Top-up for outdoor shoot at Seonyudo park. Only deposit payment is required for booking. Chat us to make a booking now! Feel free to ask us any questions.,Forced CSV fallback,zcrm_3877682000000437211
"Face, Body & Skin Aesthetics Medical Centre P/L",https://www.whatclinic.com/beauty-clinics/singapore/central-singapore/central-area/orchard/face-body-and-skin-aesthetics-medical-centre,"290 Orchard Road, #09-30/31",+65 6100 6868,+65 64648075,Not found,"https://www.facebook.com/facebodyandskinaestheticsmedicalcentre/, https://www.instagram.com/facebodynskin/?hl=en, https://www.instagram.com/p/BA9vN7fzMJ2/?hl=en",Meet Dr Chiam from Face Body and Skin Aesthetics Medical Centre at Paragon. I saw him for 30 minutes today and already my face looks more ...,Forced CSV fallback,zcrm_3877682000000437212
Fifth Energy,https://opengovsg.com/corporate/201129327R,10 Kim Keat Road,62564586,Not found,prm@btptc.org.sg,https://www.facebook.com/tankanmingtcmdoctor/posts/50-kim-keat-roadsingapore-328820tel-62564586-96987330httptan-kan-ming-chinese-me/4168295489866853/,"Information on SCDF's Divisions, fire stations, and HQ Staff Departments.",Revalidated,zcrm_3877682000000437213
FinelyCup,https://www.finelycupsingapore.com/contact-us/,Lot No L1-08 Level 1 Mytown Shopping Center,+65 9066 8312,Not found,Not found,"https://www.instagram.com/finelycup_sg/?hl=en, https://m.facebook.com/Christine.PerfectCUP/?locale2=en_GB, https://www.facebook.com/groups/2402705456625060/, https://sg.linkedin.com/company/finelycup-singapore",Not found,Forced CSV fallback,zcrm_3877682000000437214
Fluff Mail,https://www.fluffbakery.sg/visitfluff?srsltid=AfmBOop9jUTiCbf4cX4SIT5oGTmdeS1Gocn6morl9ryUABFMTt8TCNjz,My Mail Box 883547,+65 9144 7729,Not found,enquiry@fluffbakery.sg,"https://www.facebook.com/fluffmail/posts/%E6%82%A8%E5%9C%A8%E5%AF%BB%E6%89%BE%E9%80%82%E5%90%88%E7%9A%84%E8%83%8C%E5%B7%BE%E5%90%97fluff-mail%E6%98%AF%E6%AC%A7%E6%B4%B2kokadi%E5%8F%8Alennylamb%E7%9A%84%E6%8E%88%E6%9D%83%E7%BB%8F%E9%94%80%E5%95%86%E8%83%8C%E5%B7%BE%E7%BB%93%E5%90%88%E5%AE%8C%E7%BE%8E%E7%9A%84%E4%BA%BA%E4%BD%93%E5%B7%A5%E7%A8%8B%E5%AD%A6%E8%AE%BE%E8%AE%A1%E7%9D%80%E9%87%8D%E9%80%82%E5%90%88%E6%96%B0%E7%94%9F%E5%84%BF%E8%87%B3%E5%A4%A7%E5%AE%9D%E5%AE%9D%E7%9A%84%E8%84%8A%E6%9F%B1%E5%8F%8A%E9%AB%8B%E9%AA%A8%E5%8F%91%E8%82%B2%E8%83%8C%E5%B7%BE/1666778736919815/, https://www.facebook.com/fluffmail/, https://www.instagram.com/fluffmailsingapore/?hl=en",www.fluffmail.com.sg is the leading retailer for cooling ergonomic baby carriers and baby slings. We carry the latest and widest range of ready stock ...,CSV fallback,zcrm_3877682000000437217
Flypers,https://recordowl.com/company/flypers-pte-ltd,Not found,+65 6841 6394,Not found,sales@superlink.com.sg,"https://www.instagram.com/flypers.co/, https://sg.linkedin.com/in/benedictquah","Experienced Co-Founder with a demonstrated history of working in the internet industry. Skilled in Search Engine Optimization (SEO), Microsoft Word, PHP, ...",Unknown,zcrm_3877682000000437218
Foodpath,https://www.optimofoods.com/,"301 Boon Keng Road, #08-03 Extra Space Singapore 339779",6759 0555,Not found,fivefoodpath@yahoo.com.sg,"https://www.instagram.com/foodpath.sg/?hl=en, https://www.facebook.com/fivefoodpath/",Not found,Forced CSV fallback,zcrm_3877682000000437221
Foodwise,https://www.sgpbusiness.com/company/Foodwise-Sg-Pte-Ltd,132 GUL CIRCL,+65 6778 8787,Not found,care@xinyuan.org.sg,Not found,Not found,Similarity 0.96,zcrm_3877682000000437222
Forever Young Enterprise,https://www.foreveryoung.com.sg/contact/,Blk 9 Kaki Bukit Road 1 #03-08 Eunos Technolink,+65 67456548,Not found,info@foreveryoung.com.sg,"https://www.facebook.com/media/set/?set=a.897978126977021.1073741828.864170603691107&type=3, https://www.facebook.com/foreveryoungsingapore/",Not found,Forced CSV fallback,zcrm_3877682000000437223
FPC Management,https://recordowl.com/company/fpc-holdings-pte-ltd,1 HARBOURFRONT PLACE,+65 6274 9939,Not found,Not found,Not found,Missing: Harbourfront #01-05,Revalidated,zcrm_3877682000000437224
France Paris,https://singaporebrides.com/d/france-paris-bridal/,"61 Ubi Road 1 #01-04, Oxley Bizhub",63853911,+65 63853911,francepariswedding.sg@gmail.com,"https://www.facebook.com/SingaporeEmbassyParis/, https://www.instagram.com/franceparisbridal/?hl=en, https://www.instagram.com/p/CUMkRhqvV6k/, https://www.facebook.com/fpwedsg/","What do you need help with? · Planning my trip and booking a flight · Check-in or manage and change my booking · Refunds, complaints and suggestions · Baggage.",Forced CSV fallback,zcrm_3877682000000437225
Freshening Industries Pte Ltd,https://freshening.com/contact/,4 Loyang Link,+65 6546 6000,Not found,info@freshening.com.sg,https://sg.linkedin.com/company/freshening-industries-pte-ltd,We are a leading manufacturer of quality wet wipes and hygiene solutions and experienced private label and contract manufacturing partner.,Forced CSV fallback,zcrm_3877682000000437226
Friesland Campina (Singapore) Pte Ltd,https://www.frieslandcampina.com/countries/singapore/,"3 Temasek Avenue, #11-01 Centennial Tower",6419 8484,Not found,us.ap.invoices@frieslandcampina.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437227
Full House Confectionery,https://www.yelp.com/biz/full-house-confectionery-singapore,3020 Ubi Ave 2 #02-113,96990031,Not found,Not found,https://www.facebook.com/fullhousebuilding/,Not found,Forced CSV fallback,zcrm_3877682000000437229
Geck Huat Trading Pte Ltd,https://www.yelp.com/biz/geck-huat-trading-singapore,154 Rochor Road,6336 3294,Not found,contact@laobanniang.com.sg,Not found,Not found,CSV fallback,zcrm_3877682000000437230
Gelpa (Great Eastern),https://www.greateasternlife.com/sg/en/customer-services/contact-us.html,200 Changi Road #03-01A Great Eastern@Changi,+65 6248 2888,-48133325,Not found,"https://www.instagram.com/gelpasingapore/?hl=en, https://sg.linkedin.com/in/judy-gelpa-92944848",Not found,Forced CSV fallback,zcrm_3877682000000437231
